,message_type,original_message
2683,0,I'm okay. Chasing the dream. What's good. What are you doing next.
2684,0,Yupz... I've oredi booked slots 4 my weekends liao... 
2685,1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only
2686,0,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
2687,0,Okie
2688,0,Yes I know the cheesy songs from frosty the snowman :)
2689,0,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u.."
2690,1,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 
2691,0,Hey tmr meet at bugis 930 ?
2692,1,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
2693,0,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
2694,0,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you
2695,0,And whenever you and i see we can still hook up too.
2696,0,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...
2697,0,Can you use foreign stamps for whatever you send them off for? 
2698,1,FROM 88066 LOST å£12 HELP
2699,0,Oh baby of the house. How come you dont have any new pictures on facebook
2700,0,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
2701,0,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
2702,0,"Omw back to tampa from west palm, you hear what happened?"
2703,0,Yup no more already... Thanx 4 printing n handing it up.
2704,1,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!
2705,0,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
2706,0,S now only i took tablets . Reaction morning only.
2707,1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
2708,0,"Nah, I'm a perpetual DD"
2709,0,Sorry de i went to shop.
2710,1,Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
2711,0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
2712,0,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
2713,0,Nope i'm not drivin... I neva develop da photos lei...
2714,0,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
2715,0,Cool. I am  &lt;#&gt;  inches long. hope you like them big!
2716,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
2717,0,Okie.. Thanx..
2718,1,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
2719,0,Go where n buy? Juz buy when we get there lar.
2720,0,Ok lor...
2721,0,I'm working technical support :)voice process.
2722,0,It's justbeen overa week since we broke up and already our brains are going to mush!
2723,0,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
2724,0,Nope... C Ì_ then...
2725,0,No. But we'll do medical missions to nigeria
2726,0,No i am not having not any movies in my laptop
2727,0,Whatsup there. Dont u want to sleep
2728,1,Urgent Please call 09066612661 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ ÛÏ
2729,1,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
2730,0,I havent lei.. Next mon can?
2731,0,Mm feeling sleepy. today itself i shall get that dear
2732,0,How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.
2733,0,Do Ì_ noe if ben is going?
2734,0,Can you do a mag meeting this avo at some point?
2735,0,I meant middle left or right?
2736,0,Really? I crashed out cuddled on my sofa.
2737,0,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
2738,0,"I sent you the prices and do you mean the  &lt;#&gt; g,"
2739,0,Are you this much buzy
2740,0,Nothing. Can...
2741,1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.
2742,0,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
2743,0,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
2744,0,"Tick, tick, tick ... Babe"
2745,0,R Ì_ going 4 today's meeting?
2746,0,K da:)how many page you want?
2747,0,Ya had just now.onion roast.
2748,0,Send his number and give reply tomorrow morning for why you said that to him like that ok
2749,0,You said not now. No problem. When you can. Let me know.
2750,0,Ok but tell me half an hr b4 u come i need 2 prepare.
2751,0,Play w computer? Aiyah i tok 2 u lor?
2752,0,Sat right? Okay thanks... 
2753,0,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
2754,0,Ok Chinese food on its way. When I get fat you're paying for my lipo.
2755,0,We r outside already.
2756,0,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
2757,0,Yo we are watching a movie on netflix
2758,0,What time. IÛ÷m out until prob 3 or so
2759,0,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
2760,0,I dont thnk its a wrong calling between us
2761,0,I am not sure about night menu. . . I know only about noon menu
2762,0,ARR birthday today:) i wish him to get more oscar.
2763,0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
2764,0,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
2765,0, and  picking them up from various points
2766,1,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX
2767,0,Wow v v impressed. Have funs shopping!
2768,0,I am on the way to ur home
2769,1,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
2770,0,No problem. Talk to you later
2771,0,Then ur sis how?
2772,0,Still in customer place
2773,1,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
2774,0,"Dude u knw also telugu..thts gud..k, gud nyt.."
2775,0,We confirm eating at esplanade?
2776,0,Send me your id and password
2777,0,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.
2778,1,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
2779,0,Well I might not come then...
2780,0,Long after I quit. I get on only like 5 minutes a day as it is.
2781,0,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
2782,0,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
2783,0,"Just arrived, see you in a couple days &lt;3"
2784,0,"K, wat s tht incident?"
2785,0,Yeah get the unlimited
2786,0,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
2787,0,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
2788,0,ÌÏ got wat to buy tell us then Ì_ no need to come in again.
2789,0,When you are big..| God will bring success.
2790,1,UÛªve Bin Awarded å£50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min å£50-å£500. OptOut 08718727870
2791,0,"Û_ we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon \""ham"""
2792,0,Not from this campus. Are you in the library?
2793,0,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
2794,0,How will I creep on you now? ;_;
2795,0,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
2796,0,If I get there before you after your ten billion calls and texts so help me god
2797,0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
2798,0,I've told him that i've returned it. That should i re order it.
2799,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
2800,0,Depends on where u going lor.
2801,0,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
2802,1,FreeMsg>FAV XMAS TONES!Reply REAL
2803,0,Lil fever:) now fine:)
2804,0,I think it's all still in my car
2805,0,Can a not?
2806,1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
2807,0,Yes princess! I want to catch you with my big strong hands...
2808,0,Oh yeah I forgot. U can only take 2 out shopping at once.
2809,0,Mm so you asked me not to call radio
2810,0,Thinkin about someone is all good. No drugs for that
2811,0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
2812,0,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
2813,0,"Alright if you're sure, let me know when you're leaving"
2814,0,Some are lasting as much as 2 hours. You might get lucky.
2815,0,Genius what's up. How your brother. Pls send his number to my skype.
2816,1,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
2817,0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
2818,0,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
2819,1,INTERFLORA - åÒIt's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
2820,0,Oh god..taken the teeth?is it paining
2821,1,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
2822,0,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
2823,0,No need to buy lunch for me.. I eat maggi mee..
2824,1,"Congratulations - Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
2825,0,Ok lor...
2826,0,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
2827,0,Wife.how she knew the time of murder exactly
2828,1,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
2829,0,Howz that persons story
2830,0,Thanx 4 sending me home...
2831,0,Its normally hot mail. Com you see!
2832,1,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
2833,0,U sick still can go shopping?
2834,0,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
2835,0,Nice.nice.how is it working?
2836,0,1's reach home call me.
2837,0,Were trying to find a Chinese food place around here
2838,0,"Easy mate, * guess the quick drink was bit ambitious."
2839,0,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
2840,0,Ok thanx...
2841,0,aathi..where are you dear..
2842,0,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
2843,0,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
2844,0,Will be out of class in a few hours. Sorry
2845,0,Wat time u finish ur lect today?
2846,1,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
2847,0,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
2848,1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
2849,0,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
2850,0,Are you going to wipro interview today?
2851,0,how tall are you princess?
2852,0,I doubt you could handle 5 times per night in any case...
2853,0,Haha... Hope Ì_ can hear the receipt sound... Gd luck!
2854,0,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
2855,0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
2856,0,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
2857,0,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
2858,0,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
2859,0,I want to be there so i can kiss you and feel you next to me
2860,0,I am not at all happy with what you saying or doing
2861,1,Adult 18 Content Your video will be with you shortly
2862,0,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
2863,0,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
2864,0,He says hi and to get your ass back to south tampa (preferably at a kegger)
2865,0,Smith waste da.i wanna gayle.
2866,0,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
2867,0,"Aight, tomorrow around  &lt;#&gt;  it is"
2868,0,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
2869,1,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
2870,0,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
2871,0,See you there! 
2872,0,I dont understand your message.
2873,0,Crucify is c not s. You should have told me earlier.
2874,0,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
2875,0,Fuck cedar key and fuck her (come over anyway tho)
2876,0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
2877,1,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
2878,0,U still painting ur wall?
2879,1,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
2880,0,Printer is cool. I mean groovy. Wine is groovying
2881,0,Hi Harish's rent has been transfred to ur Acnt.
2882,0,Anything lor is she coming?
2883,0,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
2884,0,ÌÏ still attending da talks?
2885,0,No probs hon! How u doinat the mo?
2886,0,K I'll take care of it
2887,0,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
2888,0,My battery is low babe
2889,0,Shuhui has bought ron's present it's a swatch watch...
2890,0,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
2891,0,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
2892,0,K I'll be sure to get up before noon and see what's what
2893,0,K...k...yesterday i was in cbe .
2894,0,Went to ganesh dress shop
2895,1,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
2896,0,ÌÏ collecting ur laptop then going to configure da settings izzit?
2897,0,If you r @ home then come down within 5 min
2898,0,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
2899,0,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
2900,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
2901,0,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it."
2902,0,Tell me pa. How is pain de.
2903,0,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
2904,0,"Ha. You donÛ÷t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
2905,0,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
2906,0,ALRITE
2907,0,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
2908,1,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
2909,0,How do you guys go to see movies on your side.
2910,0,"Sorry,in meeting I'll call later"
2911,0,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
2912,0,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
2913,1,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
2914,0,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
2915,0,What time should I tell my friend to be around?
2916,0,Yes. that will be fine. Love you. Be safe.
2917,0,Thanks chikku..:-) gud nyt:-*
2918,0,Is xy in ur car when u picking me up?
2919,0,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
2920,0,"Yo, any way we could pick something up tonight?"
2921,0,I've not sent it. He can send me.
2922,0,Fine am simply sitting.
2923,0,Thts god's gift for birds as humans hav some natural gift frm god..
2924,0,Are you coming to day for class.
2925,0,Im done. Just studyn in library
2926,0,Ok... U enjoy ur shows...
2927,0,Anything...
2928,0,Where wuld I be without my baby? The thought alone mite break me and I donåÕt wanna go crazy but everyboy needs his lady xxxxxxxx
2929,0,Wat's my dear doing? Sleeping ah?
2930,0,Hi' Test on  &lt;#&gt; rd ....
2931,0,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
2932,0,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
2933,0,Yup n her fren lor. I'm meeting my fren at 730.
2934,0,"Yeah, we got one lined up for us"
2935,0,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*"""
2936,0,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
2937,0,Hey i've booked the pilates and yoga lesson already... Haha
2938,0,Are you ok. What happen to behave like this
2939,1,You have 1 new message. Please call 08712400200.
2940,0,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
2941,0,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
2942,0,No message..no responce..what happend?
2943,1,We currently have a message awaiting your collection. To collect your message just call 08718723815.
2944,0,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
2945,0,make that 3! 4 fucks sake?! x
2946,0,Leave it. U will always be ignorant.
2947,0,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
2948,0,at bruce b downs &amp; fletcher now
2949,0,Where are you ? You said you would be here when I woke ... :-(
2950,0,Hey now am free you can call me.
2951,0,Tell me whos this pls:-)
2952,1,"URGENT! Your mobile was awarded a å£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
2953,0,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
2954,0,Id have to check but there's only like 1 bowls worth left
2955,0,Yes there were many sweets
2956,0,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
2957,1,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
2958,0,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
2959,0,Sir send to group mail check it.
2960,0,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
2961,0,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\"""""
2962,0,You dont know you jabo me abi.
2963,1,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
2964,0,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
2965,0,"Are you being good, baby? :)"
2966,0,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
2967,0,"Mostly sports type..lyk footbl,crckt.."
2968,0,Ma head dey swell oh. Thanks for making my day
2969,0,U should make a fb list
2970,0,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
2971,0,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
2972,0,Happy New Year Princess!
2973,0,"I'll text carlos and let you know, hang on"
2974,0,"Don't worry, * is easy once have ingredients!"
2975,0,I love u 2 my little pocy bell I am sorry but I love u
2976,0,"Ok omw now, you at castor?"
2977,0,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
2978,1,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
2979,0,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
2980,0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
2981,0,"Tonight? Yeah, I'd be down for that"
2982,0,What should i eat fo lunch senor
2983,0,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! "
2984,0,No break time one... How... I come out n get my stuff fr Ì_?
2985,1,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
2986,0,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
2987,0,Do you still have the grinder?
2988,1,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
2989,0,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
2990,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
2991,0,K.i did't see you.:)k:)where are you now?
2992,0,So i'm doing a list of buyers.
2993,0,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
2994,0,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
2995,0,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
2996,0,Don know..he is watching film in computer..
2997,0,No b4 Thursday
2998,0,"Oh, then your phone phoned me but it disconnected"
2999,0,Id onluy matters when getting on from offcampus
3000,1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
3001,0,"Excellent, I'll see what riley's plans are"
3002,0,I will see in half an hour
3003,1,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
3004,0,Ew are you one of them?
3005,0,Also hi wesley how've you been
3006,0,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
3007,1,"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
3008,1,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
3009,0,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
3010,0,"Hm good morning, headache anyone? :-)"
3011,0,Yeah no probs - last night is obviously catching up with you... Speak soon 
3012,1,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
3013,0,I might go 2 sch. Yar at e salon now v boring.
3014,0, &lt;#&gt;  mins but i had to stop somewhere first.
3015,0,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
3016,0,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
3017,0,I didn't get the second half of that message
3018,0,Wat time do u wan 2 meet me later?
3019,0,I thank you so much for all you do with selflessness. I love you plenty.
3020,0,Am in film ill call you later.
3021,0,How dare you change my ring
3022,0,You are a very very very very bad girl. Or lady.
3023,0,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
3024,0,"What part of \don't initiate\"" don't you understand"""
3025,0,I finished my lunch already. U wake up already?
3026,0,You still at the game?
3027,0,You have got tallent but you are wasting.
3028,0,What is your record for one night? :)
3029,0,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
3030,0, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
3031,0,Jokin only lar... :-) depends on which phone my father can get lor...
3032,0,"Aight, lemme know what's up"
3033,0,Get ready for  &lt;#&gt;  inches of pleasure...
3034,0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
3035,0,;-) ok. I feel like john lennon.
3036,0,Cos darren say Ì_ considering mah so i ask Ì_...
3037,0,You are not bothering me but you have to trust my answers. Pls.
